"Name of Agency","Address","Phone","Fax","Email","Region","City","State","Contact Person","TYPE"
"M/S. TEERTH TRAVELS PVT. LTD.","""Injun Vali Haveli, Daksh Road, Kankhal,Haridwar""","""01334 - 245 234, 01334 - 241 990""","01334 - 245 234","dinesh@teerth.org","North","HARIDWAR","Uttaranchal","MR. DINESH SHARMA","Inbound Tour Operator"
"M/S. INCREDIBLE REAL INDIA TOURS & TRAVELS PVT. LTD.","""C - 162 - 163 B, Bharat Marg, Hanuman Nagar,,Vaishali Nagar, Jaipur""","""0141 - 2245 655""","0141 - 4014 969","rajupalawat@hotmail.com","North","JAIPUR","Rajasthan","MR. RAJENDRA SINGH PALAWAT","Inbound Tour Operator"
"M/S. VNV TRAVEL PLAN PVT. LTD.","""S - 4, Tirthraj Apartments, Jacob Road,Civil Lines, Jaipur""","""0141-222 2332, 0141-222 2517""","0141-222 1959","virendra@travelplanraj.com","North","JAIPUR","Rajasthan","MR. VIRENDRA SINGH","Inbound Tour Operator"
"M/S. INDIA'S INVITATION (A UNIT OF RAJASTHAN'S INVITATION TRAVELS PVT. LTD.","""UG - 36, Crown Plaza, Vaishali Nagar,Jaipur (Head Office)""","""0141-3227 467""","0141-5102 212","info@indiasinvitation.com","North","JAIPUR","Rajasthan","MR. ABHILASH SHEKHAWAT","Inbound Tour Operator"
"M/S. PILGRIMS BAY","""5, Chha, 2 Jawahar Nagar,Jaipur""","""0141 - 2652 838""","NA","jaideo@pilgrimsbay.com","North","JAIPUR","Rajasthan","MR. JAIDEO SINGH RATHORE","Inbound Tour Operator"
"M/S. SACHIYA TRAVELS PVT. LTD.","""LS - 20, Ganpati Plaza, M. I. Road,""","""0141 - 2388 690, 0141 - 238 9091""","0141 - 5108 333","sachiyatravel@gmail.com","North","JAIPUR","Rajasthan","MR. DEEPAK MEHTA","Inbound Tour Operator"
"M/S. REGISTHAN TOURS PVT. LTD.","""Flat 102, 1st Floor, Coral Crown Gulab,,D - 227, First Floor, Tulsi Marg, Banipark, Jaipur""","""0141 - 220 1688, 0141 - 220 7578""","0141 - 220 1796","registhanjaipur@airtelmail.in","North","JAIPUR","Rajasthan","MR. JAIDEEP SINGH RATHORE","Inbound Tour Operator"
"M/S. INTERACTIVE TOURS TO INDIA PVT. LTD.","""F - 6, Second Floor, Ramayan Apartment,,532 - A, Nemi Sagar Colony, Vaishali Nagar,Jaipur""","""0141 - 4009 233, 0141 - 5179 233""","0141 - 4009 233","dilip@asiaexperience.com","North","JAIPUR","Rajasthan","MR. DILIP CHAUHAN","Inbound Tour Operator"
"M/S. THE TRAVEL MAKERS","""M - 5, Adarsh Plaza, Khasa Kothi Circle""","""0141 - 2205 600, 0141 - 2205 900""","0141 - 2206 363","jaipur@thetravelmakers.com","North","JAIPUR","Rajasthan","MS. MONIKA SHARMA","Inbound Tour Operator"
"M/S. ARAVALI SAFARI & TOURS","""(A Div. of Crown Tour Ltd.,), Opp. Hotel Rajputana,Palace Sheraton, Palace Road, Jaipur""","""0141 - 2373 124, 0141 - 2365 344""","0141 - 2365 345","jaipur@aravalisafari.com","North","JAIPUR","Rajasthan","MR. BHARAT RAJ BHANDARI","Inbound Tour Operator"
"M/S. CROWN TOURS LTD.","""Opp. Hotel Rajputana Palace Sheraton,Palace Road""","""0141 - 5102 311, 0141 - 5102 314""","0141 - 2371 751","crowntoursltd@sify.com","North","JAIPUR","Rajasthan","MR. BHARAT RAJ BHANDARI","Inbound Tour Operator"
"M/S. FAR DESTINATIONS TOURS (P) LTD.","""405/406, Bhavya Tower, D-157-A.C., 4th Floor,Kabeer Marg, Bani Park,""","""0141 - 2203 872, 0141 - 4003 872""","0141 - 2201 941","contact@fardestinationstours.c","North","JAIPUR","Rajasthan","MR. SOBHAGAY SINGH","Inbound Tour Operator"
"M/S. INDIA TOURS PLANNER","""D - 36, Madho Singh Road, Bani Park, Jaipur""","""0141 - 2207 270, 0141 - 3116 555""","NA","info@indiatoursplanner.com","North","JAIPUR","Rajasthan","MR. AJEET GAUR","Inbound Tour Operator"
"M/S. SAND DUNES PVT. LTD.","""A - 1, Bahwani Singh Road, Jaipur""","""0141 - 2712 325""","0141 - 2385 493","rajtours@sancharnet.in","North","JAIPUR","Rajasthan","MR. D. SETHI","Inbound Tour Operator"
"M/S. KARNI KRIPA TOURS & TRAVELS PVT. LTD.","""34, Sangram Colony, Mahaveer Marg,,C - Scheme, Jaipur""","""0141 - 510 6820, 0141 - 4027 598""","0141 - 511 7199","svmtours@yahoo.com","North","JAIPUR","Rajasthan","MR. ADITYA AGARAWAL","Inbound Tour Operator"
"M/S POPULAR INDIA VACATIONS PVT. LTD.","""E-1/414, Chiotrakoot scheme,,Vaishali Nagar,""","""0141 - 2440 011, 0141 - 2440 021""","0141-2440 018","pivpl@yahoo.com","North","Jaipur","Rajasthan","MR KARNI SINGH","Inbound Tour Operator"
"M/s ARYAVRIT TRAVELS PRIVATE LIMITED","""402, Paradise, C-61-A,Sarojini Marg, C-Scheme""","""0141-4030080, 0141-4030081""","0141-4030082","info@aryavrittravels.net","North","JAIPUR","Rajasthan","MR. KAILASH CHANDER MISHRA","Inbound Tour Operator"
"M/S BLOSSOM HOLIDAYS PVT. LTD.","""28, Sangram Colony, C-Scheme""","""0141-5104 861, 0141-5104 862""","0141-5104 862","blossomholidays@gmail.com","North","JAIPUR","Rajasthan","MR VIPUL BHANDARI","Inbound Tour Operator"
"M/S. INCREDIBLE INDIAN MOMENTS PVT. LTD.","""S - 207, Time Square, Vidyadhar Nagar""","""0141 - 233 9668, 0141 - 233 6036""","0141 - 233 7137","info@indianmoments.com","North","JAIPUR","Rajasthan","MR. NEERAJ SHARMA","Inbound Tour Operator"
"M/S. RAINBOW VACATIONS PVT. LTD.","""108, Geetanjali Towers, Ajmer Road""","""0141 - 2225 730, 0141 - 6536 111""","0141 - 2225 720","mail@rainbowrajasthan.com","North","JAIPUR","Rajasthan","MR. SWAYTANK MAHESHWARI","Inbound Tour Operator"
"M/S. K.K.HOLIDAYS & VACATIONS","""105, Neelkanth, 1st Floor, 1s Bhawani Singh Road,Opp. Nehru Sahkar Bhawan, Jaipur""","""0141- 5102 241, 0141 - 5102 245""","0141 - 2221 440","kkholidays@datainfosys.net","North","JAIPUR","Rajasthan","MR. MAHENDER SINGH","Inbound Tour Operator"
"M/S. DISCOVER CULTURE INDIA","""Raj Bagh Extension, opp. Kirmani Provision Store,Srinagar""","""0194- 2487 055""","0194- 2488 055","info@discovercultureindia.com","North","Kashmir","Jammu & Kashmir","MR. SHEIKH ABDUL AHAD","Inbound Tour Operator"
"M/S. ATHIRA HOLIDAYS","""9, Ground Floor, Vyttila Shopping Complex,North Block, Vyttila, Kochi""","""0484 - 2306 932, 0484 - 2306 933""","0484 - 2304 931","athiraholidays@asianetindia.co","North","KOCHI","kerala","MR. P. VENUGOPALAN","Inbound Tour Operator"
"M/S. MICATO TOURS & TRAVELS PRIVATE LIMITED","""9, Local Shopping Centre, 3rd Floor,H & J Block, Sarita Vihar""","""011 - 4943 3300, 011 - 2694 9107""","011 - 4943 3333","operations@micato.co.in","North","NEW DELHI","Delhi","MR. MICHAEL HAIDAR ALI","Inbound Tour Operator"
"M/S. DIAMOND TOURS (INDIA) PVT. LTD.","""1/6, Bhagat Singh Marg, Gole Market""","""011 - 2374 8401, 011 - 2374 8402""","011 - 2374 7809","diamondtoursindia@gmail.com","North","NEW DELHI","Delhi","MR. SRI KRISHAN","Inbound Tour Operator"
"M/S. INDOVISION TOURS PVT. LTD.","""1, DDA Commercial Plaza,,Nanakpura, Moti Bagh - 2""","""011 - 2611 3929, 011 - 2687 4411""","011 - 2687 4283","indovision@vsnl.com","North","NEW DELHI","Delhi","MR. SUNIL YADAV","Inbound Tour Operator"
"M/S. HI - LIFE TOURS & TRAVELS PVT. LTD.","""276 / D, Ground Floor, Masjid Moth,South Extension - II""","""011 - 4600 7474""","011 - 4158 7470","info@hi-lifetours.com","North","NEW DELHI","Delhi","MR. VISHAL JAISWAL","Inbound Tour Operator"
"M/S. CLUB HOLIDAYS & ADVENTURES","""Flat No. 411, Jaina Tower - I, 4th Floor,,District Centre Janakpuri""","""011 - 2559 0701, 011 - 2559 0703""","011 - 2561 1456","clubtravels@airtelmail.in","North","NEW DELHI","Delhi","MR. RAJENDER SINGLA","Inbound Tour Operator"
"M/S. NORTH TOURISM (INDIA) PVT. LTD.","""Suite# 302, Vrdhman Diamond Plaza, Motia Khan,,D.B.Gupta Road, Opp. Paharganj Police Station""","""011 - 4371 7101""","011 - 4371 7104","tours@northtourismindia.com","North","NEW DELHI","Delhi","MR. PURAN S. VISHWAKARMA","Inbound Tour Operator"
"M/S. HORIZON HOLIDAYS","""487, 1st Floor, Chirag Delhi""","""011 - 2925 1284, 011 - 2925 1285""","011 - 2925 1285","horizonholidays@hotmail.com","North","NEW DELHI","Delhi","MR. SHEELBHADRA KAMBLE","Inbound Tour Operator"
"M/S. GETS HOLIDAYS","""Khasra No. 366, 2nd Floor,Mansarovar Building, Sultanpur, M.G.Road""","""011 - 3042 2222, 011 - 3072 7272""","011 - 3085 6158","contact@getsholidays.com","North","NEW DELHI","Delhi","MR. SAMIR KALIA","Inbound Tour Operator"
"M/S. HOLIDAY MAKER (INDIA) PVT. LTD.","""USO, House, 6, Special Institutional Area""","""011 - 2686 4236, 011 - 2686 8809""","011 - 2685 3425","holiday_m@vsnl.com","North","NEW DELHI","Delhi","MR. O.P.AHUJJA","Inbound Tour Operator"
"M/S. MYSTICAL JOURNEYS (INDIA) PVT. LTD.","""E - 517, 1st Floor, Ramphal Chowk,Sector - 7, Dwarka""","""011 - 2507 2571, 011 - 2507 3802""","011 - 4570 1662","india@mji.co.in","North","NEW DELHI","Delhi","MR. RAJIV TOMAR","Inbound Tour Operator"
"M/S. RESHU BOKTOO & SONS","""5/47, W.E.A., Saraswati Marg,Karol Bagh""","""011 - 2576 1441, 011 - 257 61442""","011 - 2374 3950","lateef@vsnl.com","North","NEW DELHI","Delhi","MR. LATEEF AHMED BOKTOO","Inbound Tour Operator"
"M/S. LANDMARK TOURS & TRAVELS PVT. LTD.","""15 A/38, W.E.A., Karol Bagh,""","""011 - 2578 6588, 011 - 2574 6339""","011 - 2578 6590","landmark@landmarkindia.com","North","NEW DELHI","Delhi","MR. RAVI LUTHRA","Inbound Tour Operator"
"M/S. VACATION EXPERTS PRIVATE LIMITED","""314 A, Rajendra Mahaveer Tower, B - 2,,MMTC / STC, Geetanjali Enclave""","""011 - 4188 1570, 011 - 4188 1571""","011 - 2669 2600","vacation@vsnl.com","North","NEW DELHI","Delhi","MR. ARUN KESHARWANI","Inbound Tour Operator"
"M/S. UNITED CONTINENTS TRAVELS SERVICE","""A -17, Dayanand Colony, Lajpat Nagar IV,""","""011 - 3202 6904, 011 - 2642 0556""","NA","delhi@ucindia.in","North","NEW DELHI","Delhi","MR. ZAHOOR AHMED SIAH","Inbound Tour Operator"
"M/S. PRAKRITI INBOUND PVT. LTD.","""63A, Ground Floor, Ber Sarai,,Opposite Old JNU Campus""","""011 - 2656 4210, 011 - 2656 4254""","011 - 2652 9155","sales@t2india.com","North","NEW DELHI","Delhi","MR. SUTANU BANERJEE","Inbound Tour Operator"
"M/S. TRAVEL PLAN INDIA PVT. LTD.","""2523 / 8, Beadon Pura, Vijay Plaza Building,,1F# 103, Karol Bagh""","""011 - 2875 8224, 011 - 2875 0367""","011 - 2875 8226","tpil@ndf.vsnl.net.in","North","NEW DELHI","Delhi","MR. VIJAY JAIN","Inbound Tour Operator"
"M/S. ROYALE INDIAN RAIL TOURS LTD.","""STC Building (Jawahar Vyapar Bhawan),Ground Floor, 1 - Tolstoy Marg""","""011 - 2370 1014, 011 - 2370 1015""","011 - 2370 1012","contactus@rirtl.com","North","NEW DELHI","Delhi","MR. M.P.MALL","Inbound Tour Operator"
"M/S. INDIAN RAILWAY CATERING AND TOURISM CORPORATION LTD.","""9th Floor, Bank of Baroda Building - 16,Parliament Street""","""011 - 2331 1263, 011 - 2334 4168""","011 - 2331 1259","tourticket@irctc.co.in","North","NEW DELHI","Delhi","MR. ARUN SRIVASTAVA","Inbound Tour Operator"
"M/S. ORIENTAL BLISS TOURS (P) LTD.","""C - 107, (FF) Lajpat Nagar - I""","""011 - 4132 9499""","011 - 4165 1427","contact@orientalbliss.in","North","NEW DELHI","Delhi","MR. SRINIVAS VARDAN","Inbound Tour Operator"
"M/S. BEACH COMBER TOURS & TRAVELS PVT. LTD.","""Unit No. 305, 3rd Floor, PEARLS Copporate-""W"" Mall,Plot 9,Dist. Centre, Mangalam Place,Sec.03, Rohini""","""011 - 2794 1650, 011 - 2794 1687""","011 - 2794 1651","tours@beachcomberindia.com","North","NEW DELHI","Delhi","MR. KANWAL JEET SINGH DUA","Inbound Tour Operator"
"M/S. SANSKRITI TOURS PVT. LTD.","""S 203 A, Iind Floor, HL Arcade, Sector 5 (MLU),,Plot - 14, Dwarka""","""011 - 2508 0675""","011 - 2508 0675","tarun@sanskrititours.com","North","NEW DELHI","Delhi","MR. TARUN RAIKHY","Inbound Tour Operator"
"M/S. FRIENDS TRAVEL SERVICES","""28, NDMC Market, Connaught Circus,""","""011 - 4151 4264, 011 - 6518 6976""","011 - 4151 4491","friendstvls@bol.net.in","North","NEW DELHI","Delhi","MR. MUSTHAQ AHMED BADYARI","Inbound Tour Operator"
"M/S. ORIENTAL TRAVELS PVT. LTD.","""Marina Hotel, G - 59, Connaught Circus,""","""011 - 4308 4841, 011 - 4308 4848""","011 - 2332 7127","ot1960@rediffmail.com","North","NEW DELHI","","MR. MUKESH MOHAN GOEL","Inbound Tour Operator"
"M/S. AJANTA TRAVEL SERVICES","""WZ - 491, M.S. Block, Hari Nagar,,Near I.B.P. Petrol Pump, Opp, Mayapuri, Phase - II""","""011 - 2512 8948, 011 - 2512 8937""","011 - 2549 2337","ajantatravelservices@gamil.com","North","NEW DELHI","Delhi","MR. MANOJ DEWAN","Inbound Tour Operator"
"M/S. DHESU INDIA TOURS & TRAVELS PVT. LTD.","""B - 2, Ansal Chamber 1, 3, Bhikaji Cama Place""","""011 - 4603 3904, 011 - 4603 3905""","011 - 4603 3906","dhesuindia@vsnl.net","North","NEW DELHI","Delhi","MR. VINEET SALUJA","Inbound Tour Operator"
"M/S. M VEDIC TOURS & TRAVELS (P) LTD.","""205, Iind Floor, Anchal Plaza, Plot No. 7,Sector B - 7, Vasant Kunj""","""011 - 2613 0307""","011 - 2613 0307","info@vedictours.net","North","NEW DELHI","Delhi","MS. SUDHA GUPTA","Inbound Tour Operator"
"M/S. VIN TOURS","""D - 5, Shopping Arcade, Hotel Crowne Plaza Surya,New Friends Colony""","""011 - 2632 5877, 011 - 2683 5070""","011 - 2632 5879","vintour@gmail.com","North","NEW DELHI","Delhi","MR. KABI GHOSH","Inbound Tour Operator"
"M/S. AQUATERRA ADVENTURES (I) PVT. LTD.","""S - 507, Greater Kailash - II""","""011 - 2921 2641,011 - 2921 2780""","011 - 2921 2641","aquaterra@airtelmail.in","North","NEW DELHI","Delhi","MR. VALBHAV KALA","Inbound Tour Operator"
"M/S. DONT PASS ME BY TOURS TRAVELS","""79, Scindia House, Janpath""","""011 - 4306 0933, 011 - 4306 0932""","NA","dontpassmeby@rediffmail.com","North","NEW DELHI","Delhi","MR. SHABIR AHMED","Inbound Tour Operator"
"M/S. H. R. BHALLA & SONS PRIVATE LTD.","""3, Netaji Subhash Marg, Dariya Ganj""","""011 - 3270 332""","011 - 2327 0332","hrbhalla@hotmail.com","North","NEW DELHI","Delhi","MS. GITA BHALLA","Inbound Tour Operator"
"M/S. TRINETRA TOURS (P) LTD.","""Suite 607, Ansals Majestic Towers, Vikas Puri""","""011 - 4158 6631, 011 - 4158 6632""","011 - 4158 6639","tritours@del2.vsnl.net.in","North","NEW DELHI","Delhi","MR. TAPAS BANERJEE","Inbound Tour Operator"
"M/S. ORIENTAL VACATIONS AND JOURNEYS PVT. LTD.","""Suite 9 & 10, Iind Floor, Manish Royal Plaza - II,Plot No. - 20, Sector - 10, Central Market, Dwarka""","""011 - 4550 5050, 011 - 2508 2131""","011 - 2508 2131","info@orientaljourneys.in","North","NEW DELHI","Delhi","DR. MANOJ MATTA","Inbound Tour Operator"
"M/S. SELECT WORLD TOURS (INDIA) PVT. LTD.","""7th Floor, Select Tower - I, Select Citywalk,A - 3, District Center, Saket,""","""011 - 2335 1123, 011 - 2335 1125""","011 - 2335 2210","contact@indian-routes.in","North","NEW DELHI","Delhi","MR. ARJUN SHARMA","Inbound Tour Operator"
"M/S. FORE REPRESENTATIONS & TRAVELS PVT. LTD.","""J9/ 59, Rajouri Garden""","""011 - 4100 0800, 011 - 4100 0801""","011 - 4144 0810","services@forerepresentations.c","North","NEW DELHI","Delhi","MR. PARIKSHIT SAWHNEY","Inbound Tour Operator"
"M/S. INDUS HERITAGE (INDIA) PVT. LTD.","""204, Padma Tower - II, 22 Rajendra Place""","""011 - 4516 6600, 011 - 2581 7680""","011 - 2581 7683","indusheritage@airtelmail.in","North","NEW DELHI","Delhi","MR. ASHOK TOPA","Inbound Tour Operator"
"M/S. SIMRAN HOLIDAYS PVT. LTD.(TRAVEL AGENTS & TOUR OPERATORS)","""229, Ground Floor, Satya Niketan""","""011 - 6566 3901, 011 - 2688 2852""","011 - 2467 7440","info@simranholidays.com","North","NEW DELHI","Delhi","MR. GURDEEP SINGH PHIAL","Inbound Tour Operator"
"M/S. VUE INDIA TOURS PVT. LTD.","""C - 101 - 102, Lajpat Nagar - I""","""011 - 4655 6066""","011 - 4655 6050","inbound@aircruise.co.in","North","NEW DELHI","Delhi","MR. VIPIN SHARMA","Inbound Tour Operator"
"M/S. TRANSINDUS DESTINATION MANAGEMENT (PVT) LTD.","""C - 31, First Floor, Nathu Singh Market,Vasant Kunj""","""011 - 2612 5886, 011 - 2612 5887""","011 - 2612 5888","delhi@transindus.com","North","NEW DELHI","Delhi","MR.HARJINDER SINGH","Inbound Tour Operator"
"M/S. INDIA SAFARIS AND TOURS PVT. LTD.","""304, Empire Plaza, Mehrauli - Gurgaon Road,,Sultanpur""","""011 - 4626 9000""","011 -4626 9001","suhail.gupta@indiasafaris.com","North","NEW DELHI","Delhi","MR. SUHAIL GUPTA","Inbound Tour Operator"
"M/S. SHANTI ADVENTURES TOURS PVT. LTD.","""C - 66, 2nd Floor, Okhla Phase - I""","""011 - 4607 7800""","011 - 4607 7899","contact@shantitravel.com","North","NEW DELHI","Delhi","MR. ALEXENDRA LE BENAN","Inbound Tour Operator"
"M/S. TEN TRAVELS (THE CARS & COACHES RENTAL)","""Prakash House No.1, Opp. State Bank of Patiala,,Mahipalpur""","""011 - 2678 8060, 011 - 2678 8070""","011 - 2678 8090","tentravels@yahoo.co.in","North","NEW DELHI","Delhi","MR. SATISH SEHRAWAT","Inbound Tour Operator"
"M/S. SAR TRAVEL SOLUTION PVT. LTD.","""147/9, Kishangarh, Vasant Kunj""","""011 - 3269 4428, 011 - 6568 4025""","011 - 2612 1256","info@sartravelsolution.net","North","NEW DELHI","Delhi","MR. RAJEEV BHATNAGAR","Inbound Tour Operator"
"M/S. S. P. HOLIDAYS PVT. LTD.","""3603, Shayam Bhawan, City Business Centre,Darya Ganj""","""011 - 4354 0833""","011 - 4354 0833","spholidays@airtelmail.in","North","NEW DELHI","Delhi","MR. SUNIL KUMAR THANKKAPPAN","Inbound Tour Operator"
"M/S. TALES FROM INDIA TOURS ( TAILOR - MADE TRAVEL MEMORIES)","""1 -A, 1st Floor, Zee Plaza, Arjun Nagar,Safdarjung Enclave""","""011 - 6461 2297""","011 - 4565 0825","info@talesfromindia.in","North","NEW DELHI","Delhi","MR. T. S. ADHIKARI","Inbound Tour Operator"
"M/S. DELMOS AVIATION PVT. LTD.","""209, Iind Floor, Prakash Deep Building,07, Tolstoy Marg, Connaught Place""","""011 - 2373 9679, 011 - 2331 2739""","011 -4767 5615","puneet@aeroflotcargo.com","North","NEW DELHI","Delhi","MR. PUNEET RAO","Inbound Tour Operator"
"M/S. COUNTRY TOURS","""203, 2nd Floor, 15, Pankaj Plaza,LSC Kalkaji""","""011 - 2628 6946, 011 - 2642 3947""","011 - 2642 3947","countrytours@airtelmail.in","North","NEW DELHI","Delhi","MR. SUBROTO DUTTA GUPTA","Inbound Tour Operator"
"M/S. DIETHELM TRAVEL (INDIA) PVT. LTD.","""30, Hauz Khas Village, 1st Floor""","""011 - 2685 3031""","011 - 2685 5070","info@in.diethelmtravel.com","North","NEW DELHI","Delhi","MR. HIMMANT ANAND","Inbound Tour Operator"
"M/S. STIM TOURS INDIA PVT. LTD., (A UNIT OF SEA & SKY TRAVEL (I) PVT. LTD.","""90/60, A 7 B (G.F), Malviya Nagar""","""011 - 2667 3495, 011 - 2667 4946""","011 - 2668 8212","stimindia@bol.net.in","North","NEW DELHI","Delhi","MR. SHEIKH NADEEM","Inbound Tour Operator"
"M/S. ROYAL EXPEDITIONS PVT.LTD.","""26, Community Center (II Floor), East of Kailash""","""011 - 2623 8545, 011 - 4162 2245""","011 - 2647 5954","royalexp@vsnl.com","North","NEW DELHI","Delhi","MR. VISHAL SINGH","Inbound Tour Operator"
"M/S. A - LA - CARTE TOURS PVT. LTD.","""B - 23, Ansal Chamber - II, Bhikaji Cama Place,New Delhi""","""011 - 2619 6084, 011 - 2619 6086""","011 - 2619 6085","alacarte@vsnl.net","North","NEW DELHI","Delhi","MR. MOHINDER KHANNA","Inbound Tour Operator"
"M/S. LIBERTY INDIA DMC PVT. LTD.","""7, Khullar Farms, Mandi Road, Mehrauli""","""011 - 2680 7000""","011 - 2680 6000","info@liberty-india.com","North","NEW DELHI","Delhi","MR. PRASHANT YADAV","Inbound Tour Operator"
"M/S. COMPASS INDIA INC.","""First Floor, F - 12, Main Street, Kalkaji""","""011 - 4160 2115, 011 - 4059 0538""","011 - 4160 2114","travel@compassindiainc.com","North","NEW DELHI","Delhi","MR. DURJAY SENGUPTA","Inbound Tour Operator"
"M/S. PLAN INDO TOURS PVT. LTD.","""21 - B, SFS, Motia Khan""","""011 - 2354 5151, 011 - 4283 8383""","011 - 2354 1515","indotour@vsnl.com","North","NEW DELHI","Delhi","MR. RAMESH KUMAR WADHWA","Inbound Tour Operator"
"M/S. SONATA TRAVELS INDIA PVT. LTD.","""1005, Tolstoy House, Tolstoy Marg, Connaught Place""","""011 - 4711 7700, 011 - 4351 7464""","011 - 2331 6514","info@sonatatravelsindia.com","North","NEW DELHI","Delhi","MR. PRAMOD MATHUR","Inbound Tour Operator"
"M/S. ASIA TRAVELS & TOUR","""80/198B, Ground Floor, Malviya Nagar""","""011 - 2667 2795, 011 - 2667 2796""","011 - 2667 2798","info@asia-travel.in","North","NEW DELHI","Delhi","MR. SAILESH ASTHANA","Inbound Tour Operator"
"M/S. JOY TRAVELS PVT. LTD.","""8, Regal Building, Parliament Street, Connaught,Place""","""011 - 4151 4110""","011 - 2373 8644","tours@joy-travels.com","North","NEW DELHI","Delhi","MR. YADUKUL GUGLANI","Inbound Tour Operator"
"M/S. INDIAN LEGENDS HOLIDAYS PVT. LTD.","""533, Somdutt Chambers - II, Bhikaji Cama Place,""","""011 - 4078 4400""","011 - 4608 9606","marketing@indialegends.co.in","North","NEW DELHI","Delhi","MR. RAVINDER KUMAR","Inbound Tour Operator"
"M/S. FLOAT & FLY TOUR PVT. LTD.","""198/1, 3rd Floor, Ramesh Market, Sapna Road,,East of Kailash (Head Office)""","""011 - 2622 4644, 011 - 4162 3562""","011 - 2644 7708","floatfly@del2.vsnl.net.in","North","NEW DELHI","Delhi","MR. NOOR MOHAMMAD ALIKADLI","Inbound Tour Operator"
"M/S. INSIGHT INDIA VOYAGE","""306, Krishna Tower - II, Plot No. 1, Sector - 12,,Dwarka""","""011 - 4553 7561, 011 - 2803 3087""","011 - 4553 7538","sales@insightindiavoyage.com","North","NEW DELHI","Delhi","MR. DINESH BALONI","Inbound Tour Operator"
"M/S. ROYAL INDIAN VOYAGES (P) LTD. (THE DESTINATION MANAGEMENT COMPANY)","""206, Victoria Cross Building, 4/54-55,W.E.A,Saraswati Marg, Karol Bagh""","""011 - 2576 2190, 011 - 2576 2191""","011 - 2576 2192","info@royalindianvoyages.com","North","NEW DELHI","Delhi","MR. UNNI K. NAIR","Inbound Tour Operator"
"M/S ANANYA TOURS PVT. LTD.","""2, Hauz Khas Village, 2nd Floor""","""011- 2651 4515, 011- 2651 4514""","011-2651 4513","ananyatours@vsnl.net","North","NEW DELHI","Delhi","MR. ATUL RAI","Inbound Tour Operator"
